Board_Edges3_ID,Person_Id,Business_Id,Board,NAICS,NAICS3
2073,06DX3B-E,07NRGK-E,Chrysler Group LLC,336111,336
2074,06H016-E,07NRGK-E,Chrysler Group LLC,336111,336
2075,06VZ1Y-E,07NRGK-E,Chrysler Group LLC,336111,336
2077,05DWWW-E,07NRGK-E,Chrysler Group LLC,336111,336
2079,06GJYF-E,07NRGK-E,Chrysler Group LLC,336111,336
2080,05DV7X-E,07NRGK-E,Chrysler Group LLC,336111,336
2070,0DRCJF-E,07NRGK-E,Chrysler Group LLC,336111,336
2072,0DJ84M-E,07NRGK-E,Chrysler Group LLC,336111,336
2076,08H5YJ-E,07NRGK-E,Chrysler Group LLC,336111,336
1667,004FKX-E,05MFY5-E,Delphi Automotive Systems LLC,336111,336
1805,0DMWPG-E,064CCH-E,Flat Rock Assembly Plant,336111,336
71,05DXRJ-E,34537086,Ford Motor Company,336111,336
72,05HDM4-E,34537086,Ford Motor Company,336111,336
74,05DZ51-E,34537086,Ford Motor Company,336111,336
73,0CCGLK-E,34537086,Ford Motor Company,336111,336
70,002VRT-E,34537086,Ford Motor Company,336111,336
68,05G672-E,34537086,Ford Motor Company,336111,336
78,001TXY-E,34537086,Ford Motor Company,336111,336
67,0CGW9T-E,34537086,Ford Motor Company,336111,336
66,05DYHB-E,34537086,Ford Motor Company,336111,336
75,05FBKD-E,34537086,Ford Motor Company,336111,336
76,05FQV8-E,34537086,Ford Motor Company,336111,336
77,05F5TN-E,34537086,Ford Motor Company,336111,336
65,00597J-E,34537086,Ford Motor Company,336111,336
64,05GBQ9-E,34537086,Ford Motor Company,336111,336
69,0075XR-E,34537086,Ford Motor Company,336111,336
55,05DV6F-E,37045V10,General Motors Company,336111,336
62,05DV4H-E,37045V10,General Motors Company,336111,336
61,05DV67-E,37045V10,General Motors Company,336111,336
60,05F1C6-E,37045V10,General Motors Company,336111,336
53,0CVCTS-E,37045V10,General Motors Company,336111,336
59,0CZPBS-E,37045V10,General Motors Company,336111,336
63,05HGVZ-E,37045V10,General Motors Company,336111,336
56,05KS15-E,37045V10,General Motors Company,336111,336
57,05JXMH-E,37045V10,General Motors Company,336111,336
58,06DZFC-E,37045V10,General Motors Company,336111,336
54,072JQR-E,37045V10,General Motors Company,336111,336
1079,0752YB-E,07SGMH-E,"Gibbs Sports Amphibians, Inc.",336111,336
2615,002ZSJ-E,09J8PK-E,HHI Group Holdings LLC,336111,336
2616,062CX9-E,09J8PK-E,HHI Group Holdings LLC,336111,336
2617,06L15Z-E,09J8PK-E,HHI Group Holdings LLC,336111,336
1761,0714VP-E,007JPR-E,"Legend Motors Worldwide, Inc.",336111,336
2281,05G6NZ-E,001J60-E,Penske Corporation,336111,336
2282,05H1R5-E,001J60-E,Penske Corporation,336111,336
2283,002PL0-E,001J60-E,Penske Corporation,336111,336
2288,067FPZ-E,001J60-E,Penske Corporation,336111,336
2280,0B5F3W-E,001J60-E,Penske Corporation,336111,336
2285,05G6P2-E,001J60-E,Penske Corporation,336111,336
2287,0058JC-E,001J60-E,Penske Corporation,336111,336
2284,05FLQY-E,001J60-E,Penske Corporation,336111,336
2286,05DW4N-E,001J60-E,Penske Corporation,336111,336
1713,061MMQ-E,05N6MZ-E,Robert Bosch LLC,336111,336
1093,07BW08-E,064PYJ-E,"Roush Enterprises, Inc.",336111,336
302,05H878-E,84681910,"Spartan Motors, Inc.",336111,336
301,064TCW-E,84681910,"Spartan Motors, Inc.",336111,336
300,0049VC-E,84681910,"Spartan Motors, Inc.",336111,336
298,002B8M-E,84681910,"Spartan Motors, Inc.",336111,336
299,009LX4-E,84681910,"Spartan Motors, Inc.",336111,336
297,05GWC9-E,84681910,"Spartan Motors, Inc.",336111,336
1754,06TZ8M-E,05Q1JR-E,Alma Products Co.,336211,336
2309,066B20-E,001CG8-E,Autocam Corp Com,336211,336
2307,066B1P-E,001CG8-E,Autocam Corp Com,336211,336
2306,0069KW-E,001CG8-E,Autocam Corp Com,336211,336
2308,05G6NZ-E,001CG8-E,Autocam Corp Com,336211,336
2310,002PBG-E,001CG8-E,Autocam Corp Com,336211,336
2311,064P4S-E,001CG8-E,Autocam Corp Com,336211,336
2312,065SXT-E,001CG8-E,Autocam Corp Com,336211,336
2313,006VX9-E,001CG8-E,Autocam Corp Com,336211,336
159,05FHX5-E,9972410,BorgWarner Inc.,336211,336
162,007GTP-E,9972410,BorgWarner Inc.,336211,336
158,001YKD-E,9972410,BorgWarner Inc.,336211,336
156,00732R-E,9972410,BorgWarner Inc.,336211,336
155,002L7K-E,9972410,BorgWarner Inc.,336211,336
160,05SCX0-E,9972410,BorgWarner Inc.,336211,336
157,06C66Y-E,9972410,BorgWarner Inc.,336211,336
163,05DXDK-E,9972410,BorgWarner Inc.,336211,336
161,05FDTW-E,9972410,BorgWarner Inc.,336211,336
164,00CCLJ-E,9972410,BorgWarner Inc.,336211,336
192,09SKKL-E,21676P10,Cooper-Standard Holdings Inc.,336211,336
195,05J97M-E,21676P10,Cooper-Standard Holdings Inc.,336211,336
194,067DKS-E,21676P10,Cooper-Standard Holdings Inc.,336211,336
196,05DYVT-E,21676P10,Cooper-Standard Holdings Inc.,336211,336
193,09SKKR-E,21676P10,Cooper-Standard Holdings Inc.,336211,336
191,001SVT-E,21676P10,Cooper-Standard Holdings Inc.,336211,336
272,05FG6J-E,37190110,Gentex Corporation,336211,336
274,007GTP-E,37190110,Gentex Corporation,336211,336
271,070QPD-E,37190110,Gentex Corporation,336211,336
276,064NQL-E,37190110,Gentex Corporation,336211,336
275,00307D-E,37190110,Gentex Corporation,336211,336
273,070TD2-E,37190110,Gentex Corporation,336211,336
270,0D2W73-E,37190110,Gentex Corporation,336211,336
269,004H79-E,37190110,Gentex Corporation,336211,336
1660,001HP2-E,05RDDB-E,"Rugged Liner, Inc.",336211,336
1765,076XG2-E,00734Z-E,"StanTech, Inc.",336211,336
2627,004W30-E,000XWZ-E,Trico Products Corporation,336211,336
2628,004W4J-E,000XWZ-E,Trico Products Corporation,336211,336
2629,05Y326-E,000XWZ-E,Trico Products Corporation,336211,336
103,005F17-E,87264S10,TRW Automotive Holdings Corp.,336211,336
104,05F267-E,87264S10,TRW Automotive Holdings Corp.,336211,336
105,07B75Q-E,87264S10,TRW Automotive Holdings Corp.,336211,336
106,05G1S2-E,87264S10,TRW Automotive Holdings Corp.,336211,336
108,074TND-E,87264S10,TRW Automotive Holdings Corp.,336211,336
100,05DZ06-E,87264S10,TRW Automotive Holdings Corp.,336211,336
101,05G1S0-E,87264S10,TRW Automotive Holdings Corp.,336211,336
107,05TCKB-E,87264S10,TRW Automotive Holdings Corp.,336211,336
102,002GMN-E,87264S10,TRW Automotive Holdings Corp.,336211,336
154,067SH1-E,92839U20,Visteon Corporation,336211,336
148,00349X-E,92839U20,Visteon Corporation,336211,336
149,076ZFS-E,92839U20,Visteon Corporation,336211,336
150,001DLM-E,92839U20,Visteon Corporation,336211,336
151,002TXB-E,92839U20,Visteon Corporation,336211,336
153,0BZ2YS-E,92839U20,Visteon Corporation,336211,336
152,061TFX-E,92839U20,Visteon Corporation,336211,336
1710,05XLQZ-E,000JHF-E,Federal-Mogul Holdings Corp Warrants 2007-27.12.14 On Shs,336312,336
932,0670DH-E,081LD7-E,Inergy Automotive Systems (USA) LLC,336312,336
933,0670DP-E,081LD7-E,Inergy Automotive Systems (USA) LLC,336312,336
934,06QXZ3-E,081LD7-E,Inergy Automotive Systems (USA) LLC,336312,336
2370,06653Z-E,001P5Y-E,Noble Intl Ltd Com,336312,336
2369,05G32Y-E,001P5Y-E,Noble Intl Ltd Com,336312,336
2375,005M97-E,001P5Y-E,Noble Intl Ltd Com,336312,336
2371,07KTTZ-E,001P5Y-E,Noble Intl Ltd Com,336312,336
2372,06TMXY-E,001P5Y-E,Noble Intl Ltd Com,336312,336
2373,076ZHN-E,001P5Y-E,Noble Intl Ltd Com,336312,336
2374,076ZJ0-E,001P5Y-E,Noble Intl Ltd Com,336312,336
2149,05GR27-E,00C88T-E,Delphi Automotive LLP,336322,336
2148,05DYV0-E,00C88T-E,Delphi Automotive LLP,336322,336
2147,0047X8-E,00C88T-E,Delphi Automotive LLP,336322,336
2151,05DVBB-E,00C88T-E,Delphi Automotive LLP,336322,336
2152,0BT7YV-E,00C88T-E,Delphi Automotive LLP,336322,336
2153,05DYNZ-E,00C88T-E,Delphi Automotive LLP,336322,336
2154,067DKS-E,00C88T-E,Delphi Automotive LLP,336322,336
2155,0BTB2H-E,00C88T-E,Delphi Automotive LLP,336322,336
2150,002JXB-E,00C88T-E,Delphi Automotive LLP,336322,336
2156,004FKX-E,00C88T-E,Delphi Automotive LLP,336322,336
2739,0C7CTB-E,080LQW-E,Hella Electronics Corp.,336322,336
2740,0C7CTJ-E,080LQW-E,Hella Electronics Corp.,336322,336
2738,0C7CT4-E,080LQW-E,Hella Electronics Corp.,336322,336
179,05F8DC-E,59001K10,"Meritor, Inc.",336322,336
175,05DXK2-E,59001K10,"Meritor, Inc.",336322,336
173,05FJBS-E,59001K10,"Meritor, Inc.",336322,336
174,001YJ4-E,59001K10,"Meritor, Inc.",336322,336
176,05DW7F-E,59001K10,"Meritor, Inc.",336322,336
180,005VJN-E,59001K10,"Meritor, Inc.",336322,336
177,05KY3Q-E,59001K10,"Meritor, Inc.",336322,336
178,05F50R-E,59001K10,"Meritor, Inc.",336322,336
2319,05G1S2-E,003Z44-E,"TRW Automotive, Inc.",336322,336
2314,05DZ06-E,003Z44-E,"TRW Automotive, Inc.",336322,336
2315,05G1S0-E,003Z44-E,"TRW Automotive, Inc.",336322,336
2318,05F267-E,003Z44-E,"TRW Automotive, Inc.",336322,336
2316,002GMN-E,003Z44-E,"TRW Automotive, Inc.",336322,336
2317,005F17-E,003Z44-E,"TRW Automotive, Inc.",336322,336
2321,074TND-E,003Z44-E,"TRW Automotive, Inc.",336322,336
2320,05DV98-E,003Z44-E,"TRW Automotive, Inc.",336322,336
1569,0CQRFL-E,0CQTWF-E,"ALTe Powertrain Technologies, Inc.",336350,336
1567,0CQTY6-E,0CQTWF-E,"ALTe Powertrain Technologies, Inc.",336350,336
1568,0CQTXT-E,0CQTWF-E,"ALTe Powertrain Technologies, Inc.",336350,336
165,05Y722-E,31354940,Federal-Mogul Holdings Corp,336350,336
171,05XLQZ-E,31354940,Federal-Mogul Holdings Corp,336350,336
169,062SF1-E,31354940,Federal-Mogul Holdings Corp,336350,336
167,001HVQ-E,31354940,Federal-Mogul Holdings Corp,336350,336
166,0048CM-E,31354940,Federal-Mogul Holdings Corp,336350,336
170,004LZH-E,31354940,Federal-Mogul Holdings Corp,336350,336
172,05GYVK-E,31354940,Federal-Mogul Holdings Corp,336350,336
168,073DDW-E,31354940,Federal-Mogul Holdings Corp,336350,336
1776,07P42W-E,07HZ70-E,"FEV, Inc.",336350,336
1076,073ZK2-E,063CK1-E,Progressive Dynamics Inc.,336350,336
1075,073ZJW-E,063CK1-E,Progressive Dynamics Inc.,336350,336
110,05GGCN-E,52186520,Lear Corporation,336360,336
112,004ZCF-E,52186520,Lear Corporation,336360,336
114,05DYP9-E,52186520,Lear Corporation,336360,336
116,0058JC-E,52186520,Lear Corporation,336360,336
111,0030H3-E,52186520,Lear Corporation,336360,336
115,06DF0D-E,52186520,Lear Corporation,336360,336
109,00F4JM-E,52186520,Lear Corporation,336360,336
113,05KZ3N-E,52186520,Lear Corporation,336360,336
1080,075FP7-E,0D9FFB-E,GFM Corp.,336370,336
2929,004LZS-E,0661Z0-E,Affinia Group Holdings Inc.,336399,336
2928,05FJBM-E,0661Z0-E,Affinia Group Holdings Inc.,336399,336
2930,05G3Y5-E,0661Z0-E,Affinia Group Holdings Inc.,336399,336
2931,0663L9-E,0661Z0-E,Affinia Group Holdings Inc.,336399,336
2932,06FP0L-E,0661Z0-E,Affinia Group Holdings Inc.,336399,336
2933,06069R-E,0661Z0-E,Affinia Group Holdings Inc.,336399,336
2934,06FP0S-E,0661Z0-E,Affinia Group Holdings Inc.,336399,336
2658,05M3M5-E,05MY1B-E,"AxleTech International, Inc.",336399,336
2659,05GZ8P-E,05MY1B-E,"AxleTech International, Inc.",336399,336
2657,05M3SH-E,05MY1B-E,"AxleTech International, Inc.",336399,336
2517,06FNJ2-E,06MLVK-E,"Center Manufacturing, Inc.",336399,336
2515,05ZLGS-E,06MLVK-E,"Center Manufacturing, Inc.",336399,336
2514,062C4K-E,06MLVK-E,"Center Manufacturing, Inc.",336399,336
2513,062QKK-E,06MLVK-E,"Center Manufacturing, Inc.",336399,336
2516,06QDNB-E,06MLVK-E,"Center Manufacturing, Inc.",336399,336
1737,06C6J3-E,00B5V1-E,"Cooper Standard Automotive FHS, Inc.",336399,336
2482,05DYVT-E,05SKRX-E,"Cooper-Standard Automotive, Inc.",336399,336
2480,05F430-E,05SKRX-E,"Cooper-Standard Automotive, Inc.",336399,336
2478,001SVT-E,05SKRX-E,"Cooper-Standard Automotive, Inc.",336399,336
2481,05J97M-E,05SKRX-E,"Cooper-Standard Automotive, Inc.",336399,336
2479,06NB9T-E,05SKRX-E,"Cooper-Standard Automotive, Inc.",336399,336
3136,07HGNT-E,06CXXZ-E,General Products Corporation,336399,336
3135,05YJHH-E,06CXXZ-E,General Products Corporation,336399,336
3134,001M0T-E,06CXXZ-E,General Products Corporation,336399,336
287,062GH3-E,37253A10,Gentherm Incorporated,336399,336
286,0CK4MV-E,37253A10,Gentherm Incorporated,336399,336
285,05QH3N-E,37253A10,Gentherm Incorporated,336399,336
288,06F3PX-E,37253A10,Gentherm Incorporated,336399,336
290,00FHX3-E,37253A10,Gentherm Incorporated,336399,336
284,05G1S0-E,37253A10,Gentherm Incorporated,336399,336
283,05PB54-E,37253A10,Gentherm Incorporated,336399,336
289,06ZT0T-E,37253A10,Gentherm Incorporated,336399,336
2778,05DYVZ-E,009VDT-E,"Henniges Automotive, Inc.",336399,336
2779,062C44-E,009VDT-E,"Henniges Automotive, Inc.",336399,336
2719,001DQY-E,06QWQ3-E,"International Automotive Components Group North America, Inc.",336399,336
2718,05V74Q-E,06QWQ3-E,"International Automotive Components Group North America, Inc.",336399,336
2717,07HHH2-E,06QWQ3-E,"International Automotive Components Group North America, Inc.",336399,336
1768,07BF37-E,06841H-E,"JAC Products, Inc.",336399,336
2422,07977N-E,05ZGCG-E,"Key Safety Systems, Inc.",336399,336
2418,002QCF-E,05ZGCG-E,"Key Safety Systems, Inc.",336399,336
2419,06PLHQ-E,05ZGCG-E,"Key Safety Systems, Inc.",336399,336
2420,009BMT-E,05ZGCG-E,"Key Safety Systems, Inc.",336399,336
2421,06C65D-E,05ZGCG-E,"Key Safety Systems, Inc.",336399,336
2423,06FW79-E,05ZGCG-E,"Key Safety Systems, Inc.",336399,336
2798,05YV49-E,05VYJC-E,LE Technologies,336399,336
2799,05YV44-E,05VYJC-E,LE Technologies,336399,336
1738,06CRLY-E,06QCLN-E,Roush Fenway Racing,336399,336
229,05FM4G-E,89182610,"Tower International, Inc.",336399,336
230,00GD1X-E,89182610,"Tower International, Inc.",336399,336
232,06J0CL-E,89182610,"Tower International, Inc.",336399,336
228,071GK0-E,89182610,"Tower International, Inc.",336399,336
233,073VYS-E,89182610,"Tower International, Inc.",336399,336
231,07MV2D-E,89182610,"Tower International, Inc.",336399,336
1751,06RJMS-E,0656FC-E,"Valeo, Inc.",336399,336
2854,06DLG0-E,0CVY79-E,AIP/Aerospace Holdings LLC,336412,336
848,05GJYD-E,05L67J-E,Penske Transportation Components LLC,336412,336
849,0044GM-E,05L67J-E,Penske Transportation Components LLC,336412,336
2701,06D53H-E,080PZD-E,"Avon Protection Systems, Inc.",336413,336
2699,076YZT-E,080PZD-E,"Avon Protection Systems, Inc.",336413,336
2700,07BWL1-E,080PZD-E,"Avon Protection Systems, Inc.",336413,336
1315,0B6YP8-E,05VGR0-E,Cignet LLC,336612,336
1306,0B2157-E,07XT4F-E,"Concept Fastners, Inc.",336612,336
3199,073YQM-E,003GC1-E,"Plastipak Holdings, Inc.",336612,336
3198,007D4R-E,003GC1-E,"Plastipak Holdings, Inc.",336612,336
1011,06LG5P-E,0745FF-E,"S 2 Yachts, Inc.",336612,336
862,05HTWB-E,005T51-E,VTEC Technologies LLC,336612,336
831,05FYG1-E,0B01DK-E,"Hayes Lemmerz, Inc.",336991,336
2695,06RL53-E,0CKCS7-E,General Dynamics Land Systems Customer Service & Support Co.,336992,336
2694,005B9J-E,0CKCS7-E,General Dynamics Land Systems Customer Service & Support Co.,336992,336
2693,071W54-E,0CKCS7-E,General Dynamics Land Systems Customer Service & Support Co.,336992,336
1320,0B9RML-E,07SSY0-E,"EW Kitchens, Inc.",337110,337
1729,0675GJ-E,06400F-E,Jasper Cabinet Co.,337110,337
147,05G33K-E,57459910,Masco Corporation,337110,337
138,06ZK9W-E,57459910,Masco Corporation,337110,337
139,06VRJK-E,57459910,Masco Corporation,337110,337
140,05JGJ5-E,57459910,Masco Corporation,337110,337
141,05F267-E,57459910,Masco Corporation,337110,337
142,000PFF-E,57459910,Masco Corporation,337110,337
143,0B5JX7-E,57459910,Masco Corporation,337110,337
144,05M8G2-E,57459910,Masco Corporation,337110,337
146,05G405-E,57459910,Masco Corporation,337110,337
145,002K2R-E,57459910,Masco Corporation,337110,337
864,05JNDK-E,064904-E,"Art Van Furniture, Inc.",337121,337
251,05FFWL-E,60054410,"Herman Miller, Inc.",337121,337
243,004KHZ-E,60054410,"Herman Miller, Inc.",337121,337
244,05HLQ0-E,60054410,"Herman Miller, Inc.",337121,337
250,05JS66-E,60054410,"Herman Miller, Inc.",337121,337
245,007N9B-E,60054410,"Herman Miller, Inc.",337121,337
242,05HRSN-E,60054410,"Herman Miller, Inc.",337121,337
246,0050ZH-E,60054410,"Herman Miller, Inc.",337121,337
241,05GSX4-E,60054410,"Herman Miller, Inc.",337121,337
249,05DYQ8-E,60054410,"Herman Miller, Inc.",337121,337
247,06HX4Z-E,60054410,"Herman Miller, Inc.",337121,337
248,0DK2K6-E,60054410,"Herman Miller, Inc.",337121,337
266,05FH1L-E,50533610,LaZBoy Incorporated,337121,337
264,005PSV-E,50533610,LaZBoy Incorporated,337121,337
265,064RZF-E,50533610,LaZBoy Incorporated,337121,337
267,05F5T0-E,50533610,LaZBoy Incorporated,337121,337
259,05F165-E,50533610,LaZBoy Incorporated,337121,337
260,006PWY-E,50533610,LaZBoy Incorporated,337121,337
268,05DXPC-E,50533610,LaZBoy Incorporated,337121,337
262,05FH1B-E,50533610,LaZBoy Incorporated,337121,337
261,09GVMP-E,50533610,LaZBoy Incorporated,337121,337
263,004NKG-E,50533610,LaZBoy Incorporated,337121,337
1470,0BK73Z-E,083YX9-E,"Quality Craft, Inc.",337122,337
1471,0BK5JD-E,083YX9-E,"Quality Craft, Inc.",337122,337
1472,05ZS63-E,083YX9-E,"Quality Craft, Inc.",337122,337
955,069QV9-E,07YX9Y-E,Irwin Seating Holding Co.,337127,337
1358,0CWGN6-E,070HCK-E,Amneon Furniture LLC,337211,337
1348,0C50HL-E,07Y6PH-E,"Escanaba Furniture, Inc.",337211,337
823,00423K-E,002S4D-E,"Haworth, Inc.",337211,337
822,05FDFV-E,002S4D-E,"Haworth, Inc.",337211,337
824,05DYLL-E,002S4D-E,"Haworth, Inc.",337211,337
825,07179T-E,002S4D-E,"Haworth, Inc.",337211,337
859,05HPLS-E,06NDYY-E,"Landscape Forms, Inc.",337211,337
891,0628Y8-E,06NG05-E,Nucraft Furniture Company,337211,337
3194,002N45-E,000NWW-E,Knape & Vogt Manufacturing Co.,337212,337
3195,065YT2-E,000NWW-E,Knape & Vogt Manufacturing Co.,337212,337
203,05HVW0-E,85815520,Steelcase Inc. Class A,337214,337
207,002D0W-E,85815520,Steelcase Inc. Class A,337214,337
208,002D0Y-E,85815520,Steelcase Inc. Class A,337214,337
200,002VRT-E,85815520,Steelcase Inc. Class A,337214,337
209,002D16-E,85815520,Steelcase Inc. Class A,337214,337
199,004BW2-E,85815520,Steelcase Inc. Class A,337214,337
197,066L54-E,85815520,Steelcase Inc. Class A,337214,337
202,05F3XZ-E,85815520,Steelcase Inc. Class A,337214,337
198,002CPJ-E,85815520,Steelcase Inc. Class A,337214,337
206,065TQR-E,85815520,Steelcase Inc. Class A,337214,337
205,002CX6-E,85815520,Steelcase Inc. Class A,337214,337
204,05DYKY-E,85815520,Steelcase Inc. Class A,337214,337
201,05DVWN-E,85815520,Steelcase Inc. Class A,337214,337
3118,09NGWV-E,0CJ90P-E,Angott Medical Products LLC,339112,339
3119,0CVFJH-E,0CJ90P-E,Angott Medical Products LLC,339112,339
3120,0CJB5J-E,0CJ90P-E,Angott Medical Products LLC,339112,339
3121,0CJB5M-E,0CJ90P-E,Angott Medical Products LLC,339112,339
2446,05FM7M-E,005S78-E,"Handylab, Inc.",339112,339
2444,061F8R-E,005S78-E,"Handylab, Inc.",339112,339
2443,05GQ11-E,005S78-E,"Handylab, Inc.",339112,339
2442,05MD8L-E,005S78-E,"Handylab, Inc.",339112,339
2447,06T93W-E,005S78-E,"Handylab, Inc.",339112,339
2445,06T91V-E,005S78-E,"Handylab, Inc.",339112,339
2868,09Z218-E,00CBVY-E,"HistoSonics, Inc.",339112,339
318,00FFQH-E,45685K10,"InfuSystem Holdings, Inc.",339112,339
320,05GT3N-E,45685K10,"InfuSystem Holdings, Inc.",339112,339
316,005CML-E,45685K10,"InfuSystem Holdings, Inc.",339112,339
317,008NHZ-E,45685K10,"InfuSystem Holdings, Inc.",339112,339
319,06K2TV-E,45685K10,"InfuSystem Holdings, Inc.",339112,339
2865,07MYQF-E,0D620F-E,"Mopec, Inc.",339112,339
2679,0B3KRN-E,0B3KP6-E,"Neuro Nexus Technologies, Inc.",339112,339
2680,0B3KRM-E,0B3KP6-E,"Neuro Nexus Technologies, Inc.",339112,339
2678,06BVKT-E,0B3KP6-E,"Neuro Nexus Technologies, Inc.",339112,339
1698,05GB3Y-E,008XYP-E,"Pioneer Surgical Technology, Inc.",339112,339
3187,002KP0-E,00DF7N-E,"Tangent Medical Technologies, Inc.",339112,339
3186,061F8W-E,00DF7N-E,"Tangent Medical Technologies, Inc.",339112,339
3185,0C67M9-E,00DF7N-E,"Tangent Medical Technologies, Inc.",339112,339
3085,09RZJ6-E,00BDT8-E,"TransCorp, Inc.",339112,339
3083,06BFC9-E,00BDT8-E,"TransCorp, Inc.",339112,339
3082,05SF4L-E,00BDT8-E,"TransCorp, Inc.",339112,339
3084,07K372-E,00BDT8-E,"TransCorp, Inc.",339112,339
3042,09XCJR-E,00DKVD-E,"Ablative Solutions, Inc.",339113,339
3039,06YV1D-E,00DKVD-E,"Ablative Solutions, Inc.",339113,339
3038,06JZ3J-E,00DKVD-E,"Ablative Solutions, Inc.",339113,339
3040,0634YK-E,00DKVD-E,"Ablative Solutions, Inc.",339113,339
3041,05DWKP-E,00DKVD-E,"Ablative Solutions, Inc.",339113,339
133,00482Q-E,86366710,Stryker Corporation,339113,339
129,05DV5D-E,86366710,Stryker Corporation,339113,339
130,001PS7-E,86366710,Stryker Corporation,339113,339
131,05VK65-E,86366710,Stryker Corporation,339113,339
132,05HGLR-E,86366710,Stryker Corporation,339113,339
134,05X6Q0-E,86366710,Stryker Corporation,339113,339
135,05DYRN-E,86366710,Stryker Corporation,339113,339
136,09KG52-E,86366710,Stryker Corporation,339113,339
137,05DYRQ-E,86366710,Stryker Corporation,339113,339
2725,001D9P-E,063688-E,Ranir LLC,339114,339
2724,07JMPP-E,063688-E,Ranir LLC,339114,339
2723,07L9KM-E,063688-E,Ranir LLC,339114,339
2845,002MSV-E,0BXYWB-E,EP Management Corp.,339991,339
853,05GXLV-E,004XRJ-E,Whitesell International Corp.,339993,339
3053,0795S7-E,0CKVH5-E,"Grand River Aseptic Manufacturing, Inc.",339999,339
3054,0DRPVM-E,0CKVH5-E,"Grand River Aseptic Manufacturing, Inc.",339999,339
3055,0DRPTG-E,0CKVH5-E,"Grand River Aseptic Manufacturing, Inc.",339999,339
3056,065CYC-E,0CKVH5-E,"Grand River Aseptic Manufacturing, Inc.",339999,339
3057,06HMCP-E,0CKVH5-E,"Grand River Aseptic Manufacturing, Inc.",339999,339
2875,0D289Z-E,07CVPC-E,The Shane Group LLC,339999,339
1351,0C9L1S-E,083DD5-E,"Hino Motors Sales USA, Inc.",423110,423
1288,09HM9W-E,086B37-E,American Mitsuba Corp.,423120,423
1343,0C2J4T-E,07X446-E,Beel Automotive LLC,423120,423
1783,09QV6F-E,05KZFV-E,"Global Technology, Inc.",423120,423
1345,0C36QJ-E,07ZMQC-E,"S&V Technologies, Inc.",423120,423
2593,0680P5-E,063B6S-E,"The Empire Co., Inc.",423310,423
2591,072N98-E,063B6S-E,"The Empire Co., Inc.",423310,423
2592,0C6304-E,063B6S-E,"The Empire Co., Inc.",423310,423
2594,07WJY8-E,063B6S-E,"The Empire Co., Inc.",423310,423
376,05HLMQ-E,91354310,"Universal Forest Products, Inc.",423310,423
375,004HFB-E,91354310,"Universal Forest Products, Inc.",423310,423
382,05HLMT-E,91354310,"Universal Forest Products, Inc.",423310,423
381,0CJ53N-E,91354310,"Universal Forest Products, Inc.",423310,423
377,004H79-E,91354310,"Universal Forest Products, Inc.",423310,423
378,005DJR-E,91354310,"Universal Forest Products, Inc.",423310,423
379,004WX2-E,91354310,"Universal Forest Products, Inc.",423310,423
380,006BTC-E,91354310,"Universal Forest Products, Inc.",423310,423
383,06SZ94-E,91354310,"Universal Forest Products, Inc.",423310,423
890,05F5RP-E,008V4X-E,"Ameriscape, Inc.",423320,423
889,0626F7-E,008V4X-E,"Ameriscape, Inc.",423320,423
1302,09Y3QV-E,07WLLL-E,"Exotic Granite & Marble, Inc.",423320,423
1333,0BXQ40-E,07X2G6-E,"Chris-Co., Inc.",423420,423
1580,0CWSRB-E,07XLZ4-E,MIC Customs Solutions,423430,423
1581,0CWSR1-E,07XLZ4-E,MIC Customs Solutions,423430,423
1579,0CWSR4-E,07XLZ4-E,MIC Customs Solutions,423430,423
1578,0CWSPR-E,07XLZ4-E,MIC Customs Solutions,423430,423
1577,0CWSQG-E,07XLZ4-E,MIC Customs Solutions,423430,423
1576,0CWSQ3-E,07XLZ4-E,MIC Customs Solutions,423430,423
1582,0CWSPZ-E,07XLZ4-E,MIC Customs Solutions,423430,423
2966,0D08ZT-E,009QGW-E,"CytoPherx, Inc.",423450,423
2967,0646T8-E,009QGW-E,"CytoPherx, Inc.",423450,423
2964,0D7KD6-E,009QGW-E,"CytoPherx, Inc.",423450,423
2963,06C32V-E,009QGW-E,"CytoPherx, Inc.",423450,423
2962,05DW11-E,009QGW-E,"CytoPherx, Inc.",423450,423
2965,07NVML-E,009QGW-E,"CytoPherx, Inc.",423450,423
3218,0799BY-E,071SVZ-E,"Meditrina Pharmaceuticals, Inc.",423450,423
3219,0025G0-E,071SVZ-E,"Meditrina Pharmaceuticals, Inc.",423450,423
1230,087VYJ-E,07P1D0-E,Brown-Campbell Co.,423510,423
1229,087VYD-E,07P1D0-E,Brown-Campbell Co.,423510,423
863,05JG7Q-E,07XKFD-E,Dennen Steel Corp.,423510,423
1297,09QJM9-E,07VQ01-E,"McGowan Electric Supply, Inc.",423610,423
960,06BRMH-E,064H8W-E,Reed City Power Line Supply Co.,423610,423
1344,0C2QJZ-E,07X6GF-E,"Reliance Electric Machine Co., Inc.",423610,423
771,05H4WG-E,07XPG8-E,"Lite-On Automotive North America, Inc.",423620,423
770,001JJQ-E,07XPG8-E,"Lite-On Automotive North America, Inc.",423620,423
1676,006X23-E,06VLQG-E,Reid Supply Co.,423710,423
2856,06KGSK-E,05MJTL-E,Whitehall Products LLC,423820,423
1022,06P340-E,0D3Y0Q-E,"Armstrong-Yoshitake, Inc.",423830,423
